iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
38,"(30, 6)","(31, 6)",West,"[(30, 5) via South, (29, 6) via West]","[(30, 6):1.1059455573558807e-08, (27, 16):1.4784745872020721e-08]","[(30, 5):1.1990778148174286e-08, (29, 6):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6)]",1.1059455573558807e-08,0,1.1059455573558807e-08
39,"(30, 5)","(30, 6)",South,"[(30, 4) via South]","[(30, 5):1.1990778148174286e-08, (29, 6):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(29, 6):1.2922100722789764e-08, (30, 4):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6)]",1.1990778148174286e-08,0,1.1990778148174286e-08
40,"(29, 6)","(30, 6)",West,[],"[(29, 6):1.2922100722789764e-08, (30, 4):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(30, 4):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5)]",1.2922100722789764e-08,0,1.2922100722789764e-08
41,"(30, 4)","(30, 5)",South,"[(30, 3) via South, (31, 4) via East]","[(30, 4):1.2922100722789764e-08, (27, 16):1.4784745872020721e-08]","[(31, 4):1.3387762010097504e-08, (30, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6)]",1.2922100722789764e-08,0,1.2922100722789764e-08
42,"(31, 4)","(30, 4)",East,"[(31, 3) via South, (32, 4) via East]","[(31, 4):1.3387762010097504e-08, (30, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(32, 4):1.3620592653751373e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4)]",1.3387762010097504e-08,0,1.3387762010097504e-08
43,"(32, 4)","(31, 4)",East,"[(33, 4) via East]","[(32, 4):1.3620592653751373e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(33, 4):1.3737007975578308e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4)]",1.3620592653751373e-08,0,1.3620592653751373e-08
44,"(33, 4)","(32, 4)",East,"[(34, 4) via East]","[(33, 4):1.3737007975578308e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 4):1.3795215636491776e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4), (32, 4)]",1.3737007975578308e-08,0,1.3737007975578308e-08
45,"(34, 4)","(33, 4)",East,"[(34, 3) via South]","[(34, 4):1.3795215636491776e-08, (30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4), (32, 4), (33, 4)]",1.3795215636491776e-08,0,1.3795215636491776e-08
46,"(30, 3)","(30, 4)",South,[],"[(30, 3):1.3853423297405243e-08, (31, 3):1.3853423297405243e-08, (34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(31, 3):1.3853423297405243e-08, (34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4), (32, 4), (33, 4), (34, 4)]",1.3853423297405243e-08,0,1.3853423297405243e-08
47,"(31, 3)","(31, 4)",South,[],"[(31, 3):1.3853423297405243e-08, (34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4), (32, 4), (33, 4), (34, 4), (30, 3)]",1.3853423297405243e-08,0,1.3853423297405243e-08
48,"(34, 3)","(34, 4)",South,"[(34, 2) via South]","[(34, 3):1.3853423297405243e-08, (27, 16):1.4784745872020721e-08]","[(34, 2):1.391163095831871e-08, (27, 16):1.4784745872020721e-08]","[(34, 16), (34, 15), (33, 16), (34, 14), (33, 14), (32, 16), (32, 14), (31, 16), (31, 14), (30, 16), (30, 14), (30, 13), (29, 16), (30, 12), (31, 12), (32, 12), (33, 12), (34, 12), (34, 11), (34, 10), (33, 10), (32, 10), (31, 10), (30, 10), (28, 16), (30, 9), (29, 10), (30, 8), (31, 8), (32, 8), (33, 8), (34, 8), (34, 7), (34, 6), (33, 6), (32, 6), (31, 6), (30, 6), (30, 5), (29, 6), (30, 4), (31, 4), (32, 4), (33, 4), (34, 4), (30, 3), (31, 3)]",1.3853423297405243e-08,0,1.3853423297405243e-08
