iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
42,"(13, 10)","(13, 11)",South,"[(13, 9) via South]","[(13, 10):16, (12, 11):16, (11, 2):16]","[(12, 11):16, (11, 2):16, (13, 9):17]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3)]",16,0,16
43,"(12, 11)","(13, 11)",West,"[(11, 11) via West]","[(12, 11):16, (11, 2):16, (13, 9):17]","[(11, 2):16, (13, 9):17, (11, 11):17]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10)]",16,0,16
44,"(11, 2)","(11, 3)",South,"[(10, 2) via West]","[(11, 2):16, (13, 9):17, (11, 11):17]","[(13, 9):17, (11, 11):17, (10, 2):17]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11)]",16,0,16
45,"(13, 9)","(13, 10)",South,"[(13, 8) via South]","[(13, 9):17, (11, 11):17, (10, 2):17]","[(11, 11):17, (10, 2):17, (13, 8):18]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2)]",17,0,17
46,"(11, 11)","(12, 11)",West,"[(10, 11) via West]","[(11, 11):17, (10, 2):17, (13, 8):18]","[(10, 2):17, (13, 8):18, (10, 11):18]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9)]",17,0,17
47,"(10, 2)","(11, 2)",West,"[(9, 2) via West]","[(10, 2):17, (13, 8):18, (10, 11):18]","[(13, 8):18, (10, 11):18, (9, 2):18]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11)]",17,0,17
48,"(13, 8)","(13, 9)",South,[],"[(13, 8):18, (10, 11):18, (9, 2):18]","[(10, 11):18, (9, 2):18]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2)]",18,0,18
49,"(10, 11)","(11, 11)",West,"[(9, 11) via West]","[(10, 11):18, (9, 2):18]","[(9, 2):18, (9, 11):19]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8)]",18,0,18
50,"(9, 2)","(10, 2)",West,"[(9, 3) via North]","[(9, 2):18, (9, 11):19]","[(9, 11):19, (9, 3):19]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11)]",18,0,18
51,"(9, 11)","(10, 11)",West,"[(8, 11) via West]","[(9, 11):19, (9, 3):19]","[(9, 3):19, (8, 11):20]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2)]",19,0,19
52,"(9, 3)","(9, 2)",North,"[(9, 4) via North]","[(9, 3):19, (8, 11):20]","[(8, 11):20, (9, 4):20]","[(23, 6), (23, 7), (22, 6), (23, 8), (21, 6), (23, 9), (20, 6), (23, 10), (19, 6), (23, 11), (19, 5), (18, 6), (22, 11), (19, 4), (17, 6), (21, 11), (19, 3), (18, 4), (16, 6), (20, 11), (17, 4), (16, 7), (15, 6), (19, 11), (16, 4), (16, 8), (14, 6), (18, 11), (15, 4), (16, 9), (13, 6), (17, 11), (12, 6), (16, 11), (11, 6), (15, 11), (11, 5), (14, 11), (11, 4), (13, 11), (11, 3), (13, 10), (12, 11), (11, 2), (13, 9), (11, 11), (10, 2), (13, 8), (10, 11), (9, 2), (9, 11)]",19,0,19
